Player,Club,Price,Mins,Starts,A,CS,GC,Y,R,Saves,Bonus,Pts,Mins/Save,Mins/Pts,Pts/Price,ffs_2008_09_category,source_url,outside_pl_2007_08_flag,carrier_player_name,carrier_status,G,name_norm,launch_match_status,launch_match_method,launch_position,launch_player,launch_team,points_2006_07,start_price_m,launch_source_url,expected_later_addition
Ameobi,NEW,5.5,276,3.0,0,,,0.0,0,,0,8,,34.5,1.45,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Ameobi,CLEAN_POSITIVE_MINUTES,0.0,ameobi,MATCHED,EXACT_DISPLAY_NAME,FWD,Ameobi,Newcastle,34.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Crouch,POR,8.0,929,10.0,3,,,0.0,0,,5,64,,14.52,8.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Crouch,CLEAN_POSITIVE_MINUTES,5.0,crouch,MATCHED,EXACT_DISPLAY_NAME,FWD,Crouch,Liverpool,111.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Nugent,POR,5.5,625,5.0,1,,,0.0,0,,0,23,,27.17,4.18,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Nugent,CLEAN_POSITIVE_MINUTES,0.0,nugent,MATCHED,EXACT_DISPLAY_NAME,FWD,Nugent,Portsmouth,0.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Utaka,POR,6.0,2015,25.0,3,,,1.0,0,,5,83,,24.28,13.83,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Utaka,CLEAN_POSITIVE_MINUTES,5.0,utaka,MATCHED,EXACT_DISPLAY_NAME,FWD,Utaka,Portsmouth,0.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Kanu,POR,6.0,1379,16.0,4,,,1.0,0,,8,71,,19.42,11.83,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Kanu,CLEAN_POSITIVE_MINUTES,4.0,kanu,MATCHED,EXACT_DISPLAY_NAME,FWD,Kanu,Portsmouth,118.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Defoe,POR,8.0,1605,16.0,3,,,5.0,0,,9,104,,15.43,13.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Defoe,CLEAN_POSITIVE_MINUTES,12.0,defoe,MATCHED,EXACT_DISPLAY_NAME,FWD,Defoe,Tottenham,109.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Kitson,STK,5.5,2522,28.0,3,,,2.0,1,,8,114,,22.12,20.73,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Kitson,CLEAN_POSITIVE_MINUTES,10.0,kitson,MATCHED,EXACT_DISPLAY_NAME,FWD,Kitson,Reading,32.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Murphy,SUN,5.5,1804,20.0,3,,,2.0,0,,5,71,,25.41,12.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Murphy,CLEAN_POSITIVE_MINUTES,3.0,murphy,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,FWD,Murphy,Sunderland,0.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Diouf,SUN,6.5,2639,32.0,7,,,11.0,0,,20,109,,24.21,16.77,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Diouf,CLEAN_POSITIVE_MINUTES,4.0,diouf,MATCHED,EXACT_DISPLAY_NAME,FWD,Diouf,Bolton,103.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Chopra,SUN,5.5,2008,25.0,1,,,7.0,0,,0,73,,27.51,13.27,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Chopra,CLEAN_POSITIVE_MINUTES,6.0,chopra,MATCHED,EXACT_DISPLAY_NAME,FWD,Chopra,Sunderland,0.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Prica,SUN,5.0,210,3.0,0,,,1.0,0,,2,12,,17.5,2.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Prica,CLEAN_POSITIVE_MINUTES,1.0,prica,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Jones,SUN,7.0,2818,33.0,10,,,2.0,0,,18,138,,20.42,19.71,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Jones,CLEAN_POSITIVE_MINUTES,7.0,jones,AMBIGUOUS,EXACT_DISPLAY_NAME+MULTIPLE_REMAIN,,Jones | Jones,Middlesbrough | Derby,,,,False
Stokes,SUN,5.0,746,9.0,0,,,1.0,0,,1,29,,25.72,5.8,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Stokes,CLEAN_POSITIVE_MINUTES,1.0,stokes,MATCHED,EXACT_DISPLAY_NAME,FWD,Stokes,Sunderland,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Waghorn,SUN,5.0,107,1.0,0,,,0.0,0,,0,4,,26.75,0.8,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Waghorn,CLEAN_POSITIVE_MINUTES,0.0,waghorn,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Bent,TOT,7.5,1148,11.0,5,,,0.0,0,,6,80,,14.35,10.67,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bent,CLEAN_POSITIVE_MINUTES,6.0,bent,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Berbatov,TOT,9.5,2989,33.0,11,,,3.0,0,,18,177,,16.89,18.63,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Berbatov,CLEAN_POSITIVE_MINUTES,15.0,berbatov,MATCHED,EXACT_DISPLAY_NAME,FWD,Berbatov,Tottenham,169.0,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Moore,WBA,5.0,842,14.0,0,,,1.0,0,,0,26,,32.38,5.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Moore,CLEAN_POSITIVE_MINUTES,1.0,moore,MATCHED,EXACT_DISPLAY_NAME+CATEGORY_TIEBREAK,FWD,Moore,Aston Villa,42.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Sears,WHM,5.0,215,1.0,0,,,0.0,0,,0,12,,17.92,2.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Sears,CLEAN_POSITIVE_MINUTES,1.0,sears,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Camara,WhM,5.0,340,3.0,0,,,1.0,0,,0,14,,24.29,2.8,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Camara,CLEAN_POSITIVE_MINUTES,1.0,camara,MATCHED,EXACT_DISPLAY_NAME+CATEGORY_TIEBREAK,FWD,Camara,Wigan,68.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bellamy,WHM,6.5,527,6.0,2,,,2.0,0,,6,31,,17.0,4.77,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bellamy,CLEAN_POSITIVE_MINUTES,2.0,bellamy,MATCHED,EXACT_DISPLAY_NAME,FWD,Bellamy,West Ham,90.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ashton,WHM,6.5,2001,22.0,0,,,0.0,0,,10,100,,20.01,15.38,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Ashton,CLEAN_POSITIVE_MINUTES,10.0,ashton,MATCHED,EXACT_DISPLAY_NAME,FWD,Ashton,West Ham,0.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Cole,WhM,5.5,1892,23.0,9,,,9.0,0,,9,95,,19.92,17.27,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Cole,CLEAN_POSITIVE_MINUTES,4.0,cole,MATCHED,EXACT_DISPLAY_NAME,FWD,Cole,West Ham,30.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
King,WIG,6.0,668,8.0,0,,,1.0,0,,0,24,,27.83,4.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,King,CLEAN_POSITIVE_MINUTES,1.0,king,MATCHED,EXACT_DISPLAY_NAME,DEF,King,Tottenham,61.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Heskey,WIG,6.5,2072,25.0,5,,,6.0,0,,10,84,,24.67,12.92,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Heskey,CLEAN_POSITIVE_MINUTES,4.0,heskey,MATCHED,EXACT_DISPLAY_NAME,FWD,Heskey,Wigan,107.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
