archive_id,first_name,second_name,web_name,current_team,current_type,element_type_id,history_status,season,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,ea_ppi,end_cost_tenths,end_price_m,total_points,source_path
658,Emmanuel,Frimpong,Frimpong,Fulham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/658
659,Yoan,Gouffran,Gouffran,Newcastle,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/659
660,Mapou,Yanga-Mbiwa,Yanga-Mbiwa,Newcastle,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/660
661,Moussa,Sissoko,Sissoko,Newcastle,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/661
662,Massadio,Haidara,Haidara,Newcastle,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/662
663,Vegard,Forren,Forren,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/663
664,Jordan,Mustoe,Mustoe,Wigan,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,0,20_5_2013/664
665,Emanuel,Pogatetz,Pogatetz,West Ham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/665
666,Lee,Camp,Camp,Norwich,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/666
667,Lewis,Holtby,Holtby,Tottenham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/667
668,Nacho,Monreal,Monreal,Arsenal,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/668
669,Yacouba,Sylla,Sylla,Aston Villa,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/669
670,Simon,Dawkins,Dawkins,Aston Villa,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/670
671,John,Stones,Stones,Everton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/671
672,Urby,Emanuelson,Emanuelson,Fulham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/672
673,Eyong,Enoh,Enoh,Fulham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/673
674,Stanislav,Manolev,Manolev,Fulham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/674
675,Phillippe,Coutinho,Coutinho,Liverpool,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/675
676,Luciano,Becchio,Becchio,Norwich,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/676
677,Christopher,Samba,Samba,QPR,Defender,2,POSITIVE_MINUTES,2010/11,2879,4,0,7,46,0,0,0,3,1,0,17,0,51,5.1,111,20_5_2013/677
678,Yun,Suk-young,Yun,QPR,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/678
679,Nick,Blackman,Blackman,Reading,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/679
680,Brek,Shea,Shea,Stoke City,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/680
681,Paul,Scharner,Scharner,Wigan,Defender,2,POSITIVE_MINUTES,2010/11,2740,4,1,3,53,0,0,0,6,1,0,5,0,44,4.4,86,20_5_2013/681
682,Kei,Kamara,Kamara,Norwich,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/682
683,Eduard,Campabadal,Campabadal,Wigan,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/683
684,Isaiah,Brown,Brown,West Brom,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/684
685,Mason,Springthorpe,Springthorpe,Everton,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/685
686,Jonathan,Henly,Henly,Reading,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/686
687,Shaquile,Coulthirst,Coulthirst,Tottenham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/687
688,Marcos,Lopes,Lopes,Man City,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/688
689,Jordon,Ibe,Ibe,Liverpool,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/689
690,Mikael,Mandron,Mandron,Sunderland,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/690
691,Jordan,Archer,Archer,Tottenham,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/691
692,Cristian,Ceballos,Ceballos,Tottenham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/692
693,Jordan,Laidler,Laidler,Sunderland,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/693
694,Liam,Marrs,Marrs,Sunderland,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/694
695,Conor,Coady,Coady,Liverpool,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,0,20_5_2013/695
696,Donervorn,Daniels,D Daniels,West Brom,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/696
697,Lloyd,Jones,Jones L,Liverpool,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/697
698,Andreas,Christensen,Christensen,Chelsea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/698
699,Calum,Chambers,Chambers,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/699
